Student ID,Country
6923253,United States
3451322,United States
9634262,Serbia
7290395,United States
9259373,United States
1476660,Austria
2270935,United States
6697057,Colombia
632515,Greece
2759397,India,India
7020738,United Kingdom
1820901,New Zealand,New Zealand
2396575,France,United Kingdom
5104203,Germany,Germany
736792,Bosnia And Herzegovina
9917220,Russian Federation
5467159,United Kingdom
2084100,Europe,Europe
1865020,India
2771136,Canada
7628721,Morocco
8766084,Australia
5423160,United States
4618870,Algeria
1078685,United Kingdom
6529127,Brazil
2194054,Israel
9571282,Poland
7840581,Brazil
7424515,Russian Federation,Russian Federation
1305063,Egypt
8947648,United States
8309857,India
8810767,United States
8227577,United States
7928958,United States
7424518,United States
4959314,United States
9631165,United States
4290545,Netherlands
6498966,United States
1757145,Syrian Arab Republic
4864434,United States
3148895,Chile
3994119,United States
2120057,United States,United States
6794687,Spain,Spain
1609108,Saudi Arabia
705845,United States
4734455,United States
4491019,Viet Nam
9633429,Brazil
3921280,Italy
9325692,India
5833979,United States
5726848,Spain
1824739,India
7487370,United States
6938350,United States,United States
3461565,India
3541112,United States,United States
2673545,Estonia,Estonia,Estonia,Estonia
3669539,India,India
8766229,Canada,Canada
4860539,France,France
8050655,Japan,Japan
1266307,Colombia
2581955,Ecuador
4991445,India
301214,Ireland
5212761,United States
7907823,India
9666881,India
4169662,India
1243704,Ireland
5378082,India
7164475,United States
4031634,Germany
1825283,Colombia
348128,Ireland
1646677,United Kingdom
210095,Egypt
1097506,Egypt
3116779,Indonesia
7254169,Germany
6312481,India
5940195,Spain
5936307,India
9615756,Uganda
6469646,Indonesia
8729184,Netherlands
3816981,Belarus
2002573,Morocco
681704,Brazil
7868520,Philippines,Philippines
2117044,Canada
1216172,United Kingdom
422412,India
9194448,Saudi Arabia,Saudi Arabia
2213210,United States,United States,United States
9592256,United States
1397882,United States,United States
8273034,Pakistan
2717582,France
4359312,United States
3739473,India
3546656,United States,United States
727548,Bahrain
7025763,Zimbabwe
1291986,United States,United States
385081,Tunisia
801780,India
3827052,Egypt
3776885,India
5021620,India
3827058,India
2087452,Spain
5396289,Pakistan
1631462,United States
561016,Spain
4100820,Egypt
8599715,Singapore
4100827,Croatia
2979454,United States
5116528,Anonymous Proxy
8085073,Tunisia
380442,China,China
1725274,United States
6629973,Spain
8158859,Ghana
520174,China
3852797,Saudi Arabia
1079240,Germany
4323711,United States
475237,Bulgaria
7111680,Rwanda
676728,Portugal
9205089,Singapore
8592526,United States,United States
3148671,United States
5807190,Spain
8640595,United States
4686592,Saudi Arabia
7655171,United States
8300533,India,India
8698574,Ethiopia,Ethiopia,India
3286217,United Kingdom
7551451,Morocco
7229697,Spain
3802728,India
8056710,United States
8555417,Nigeria
5680462,Nigeria
4352930,Ukraine
5680461,India
2804192,Greece
5892161,Sri Lanka
1023728,Colombia
6063915,United States
6859710,Turkey
3019965,United Kingdom
9265260,France
7513383,United States
9800560,United States
9545061,Ecuador
7610299,Italy,United States
2906013,Argentina
3714152,Greece
4001096,Ukraine
5590404,United States
2007877,Greece
9704848,Saudi Arabia
4938604,Russian Federation
3445306,United States
8126190,Switzerland,Switzerland
9840847,United States
906317,United States
5586483,Colombia
7119168,Anonymous Proxy
9704840,Indonesia
8572409,Morocco
5344073,Brazil
2974435,India
7256508,India,India
7794121,Russian Federation
7026234,United States
7794126,Bangladesh,Bangladesh,Bangladesh
1934066,United States
1443807,United States
5012842,Brazil
905956,"Iran, Islamic Republic Of"
1523548,United States
7062206,United States
8390021,France
1202329,Brazil
1037942,Norway
9720324,Indonesia,Indonesia
6521577,India
7219294,United States
2050147,Hungary
5133073,United States
4700932,Australia
4983376,Lithuania
6487172,India,India,India
5527290,Pakistan,Pakistan
8807815,Bangladesh
1899746,United States
6744147,Canada
8715080,Brazil
4407539,Romania
7192370,Philippines
2515153,Turkey
565577,Argentina
7641130,Cameroon
1965010,"Taiwan, Province Of China"
4844588,Brazil
1089042,Denmark
4603790,Mexico
631733,India
8403825,United States,United States
3602775,Philippines
9608683,Brazil
2274582,United States
9543321,Russian Federation,Russian Federation
1237166,United States
2203600,United States
9574392,India
5229040,Puerto Rico
2560217,United States
6688065,India
2527072,Ukraine
304501,United States
6957976,Spain,Spain
3048393,Colombia
893997,United States
9751932,Pakistan
3501153,United Kingdom
4512844,Israel
9695464,United States
7418488,Czech Republic
2431849,United States
153773,Indonesia
3964054,Canada
161003,India
2738669,Guatemala
1232313,Brazil
9187896,Mexico
1700115,Nigeria
1079803,Bangladesh
3560151,Yemen,Japan
4165091,India
8587997,Philippines
8152716,India
5267113,France,France
3072419,United States
2307463,Denmark
8587999,Saudi Arabia
2983064,Mexico
5863403,Egypt
3289305,Australia
987753,Greece,Greece
8794599,New Zealand
3189179,United States,United States
752613,United States
1325238,United States
1292366,Somalia,Somalia
4305448,India
8770420,Greece
2357467,India
5025380,Colombia
825473,United States
4980774,Egypt
7171011,India
8629493,Spain
5942770,United States
4541074,Nigeria
6160230,Brazil
3459554,United States
7888957,Germany,Germany
4075290,India
4376701,United States
7126759,India
5027712,United States
1056243,United States
1571530,United States
1440440,United States,United States
2936040,United States
7451815,United States
1366903,United States
8540305,Brazil
2275187,Brazil
8132341,Egypt
9712538,United States
2442981,India
6786701,Poland,Poland
6913954,"Bolivia, Plurinational State Of"
1478494,Ethiopia
9234435,Sweden
1197885,Brazil
7909632,Nigeria
1121932,Canada
1492756,Egypt
4982954,Canada
4587938,Australia
1448170,United States
2520700,Pakistan
2520706,India
2010306,France
1361313,Serbia,Serbia
616283,United States
5786756,Myanmar
6362350,Russian Federation
8823264,United States
5836720,Russian Federation
7578524,Trinidad And Tobago
3809973,United States
9609554,Slovenia
1611941,Romania
8700081,United Kingdom
5356820,Australia,Sudan
3858399,United States
9277156,United States
4513088,Zambia
9848112,India
5226541,Canada
9040493,United Kingdom
6186095,Turkey
9995750,United States
5166239,Guinea
5637756,Ghana
3408293,Romania
4314576,United States
8435807,Brazil
1147838,Slovenia
6031910,United States
1257518,United States
8213533,India,India
1403976,India
4410724,United States
7985311,United States,United States
2538595,United States
8678132,Sweden,Sweden,Sweden
8243618,Mexico
4847777,Spain
1752251,Nigeria
601152,Thailand
4618225,China
1477624,United Kingdom
531225,United States,United States
1715344,Nigeria
6173403,Mexico
6384015,Saudi Arabia
8744628,India
5260463,"Korea, Republic Of"
3884081,United States
4302147,Bangladesh
2114003,United States
1284838,United States
1590393,United States,United States
9176686,France
8395258,Brazil,Brazil
4375224,United States
6233954,Egypt
1109127,France
8110920,Morocco
3624672,United States
5573972,Ukraine
9247550,United States
1509090,Russian Federation
647546,Spain
1085651,New Zealand
3815518,Ukraine
7182714,United States
4909317,Australia
2939127,United States
4345397,France
397655,Uganda
929113,Kyrgyzstan
4146022,United States
4252225,United States
308903,"Moldova, Republic Of"
5488886,Greece
4306365,United States,United States
918989,United Kingdom
9174195,India
8631077,Australia
3452465,Lebanon
4635393,United States,United States
6834764,United States
4338360,United States
2722463,Cyprus
5488888,Bahrain
1045634,United States
6130841,India
6633163,Colombia
7850186,Brazil
3524070,Australia
8562679,United States
1536894,United States
6076100,United States
3832762,United States
6962795,Romania
6076104,Anonymous Proxy
6006427,Ukraine
8888213,United States
3568021,Indonesia,Indonesia
3831490,United States
9010601,Ukraine
3836440,United States
5875038,Brazil
7010665,Colombia
8014021,United States
2794987,Nigeria
7105566,United Kingdom
5875031,Uganda
4076243,United States,United States
5647350,United States
2952083,United States
9273272,United States
2019708,Italy
1667823,United States,United States
1447493,Bangladesh,Bangladesh
7206471,Australia
2525181,Canada
6633002,Nigeria
306562,United States
5916562,Italy
6629509,Japan,Japan
2191342,Philippines
781883,United States
9654129,United States
1476235,Cape Verde
6812718,United States
7205878,India
7323929,Spain
3481257,United States
6511558,Brazil
6038528,Nigeria
5627563,United States
4576355,United Kingdom,United Kingdom
6040888,Egypt
4583845,India
9691252,United States
9661824,Puerto Rico
4734676,Netherlands
7777438,Russian Federation
7987229,Ukraine
8773416,Jersey
1507727,Ethiopia
716498,Portugal
2645772,Brazil
3490336,United States
2483899,United States
6103604,United States
6945852,Canada
7815335,Philippines
7810120,India
5187348,Nigeria
8837521,United States
856170,Canada
5553904,Ireland
2875549,United Kingdom
8573727,Belarus
2781637,Saudi Arabia
5311205,Ghana
7899094,Philippines
1982711,France
7745189,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium
9347842,Portugal
2407171,Ukraine
2704091,Romania,Romania
3150081,India
4592267,India
3054623,Spain
9458215,Spain
4693952,Ghana,Ghana
2419282,Singapore
5717700,United States
3733597,United States
7793606,Germany
4197301,Egypt
2611594,India,United States
5775509,Zimbabwe
1379374,United States,United States,United States,United States,United States
7956869,Germany
1409926,United States
6019172,Morocco
3564796,India
5016509,Australia
7695585,Colombia,India
7857175,Ukraine
5317589,United States
2334900,United States
1237966,Switzerland
5848590,United States
1874809,United States
719777,United States
7684601,India
1494496,Saudi Arabia
6586915,Yemen
1054137,India
1588591,United States
3503165,Israel
1562417,United States,United States,United States,United States
6005813,Egypt
6242558,"Taiwan, Province Of China","Taiwan, Province Of China"
6760393,Belgium
587338,United States,United States
6159797,Spain,Spain
2492920,Spain
6984412,United States
9081952,Argentina,Argentina,Argentina
2669635,Egypt
6591845,Mexico
3565332,Italy
2613995,India
5297622,United States
5542297,Australia
9402430,United States
8843388,United States
6580541,United States
4768775,Serbia,Serbia
6504691,Canada
3372697,India,India
57981,United States
9144089,"Venezuela, Bolivarian Republic Of"
2112842,Hungary
585707,"Tanzania, United Republic Of","Tanzania, United Republic Of"
3613628,Hungary
868493,United States
9219715,India
7515802,Norway
7607679,India,India
5926095,China
3689759,United States
3486703,Greece
1855560,Singapore
5502177,Australia
4931852,Canada,Canada
9885551,Australia
4931850,Spain
6268124,Germany
8657847,Egypt
6922787,Poland
6646049,Romania
4173949,United States
5893351,Mexico
5400710,United Kingdom,United Kingdom
2858259,United States
8377174,Israel
4173941,United States
2444565,Nigeria,Nigeria
8455005,Mexico,Mexico
3021402,Uruguay,Uruguay
5404876,India
6032982,United States
4243513,India
9994902,Poland
8508878,Spain,Spain,Spain,Spain
4635560,India,India
6037754,Ireland
2885071,United States
5289962,United States
8037909,Brazil
9388086,Slovenia
7493799,United States
2560564,United States
1580466,Peru
382117,Canada
5433324,Indonesia
9912053,Australia
2408633,United Kingdom
9601560,India
3614788,United States
3846390,India
8779480,United States,United States
9787973,India
3207846,United States
3404121,India
9965958,United States
9271122,Russian Federation
1174827,Bangladesh
541935,United States,United States
2288838,Ireland
8393342,Egypt
7473734,India,India
5179670,Greece
450112,Nigeria
7009559,United States,United States,United States
5070179,Italy
2653447,United States
8730598,Indonesia
863442,United Arab Emirates
7433489,Mexico
2678372,Netherlands
2651172,Kazakhstan
3425211,Philippines
6154913,India,India
5699427,Pakistan
994720,United States
3441244,Bulgaria
382612,Morocco
8713868,United States
7992660,India
3353910,Spain
4994724,United Kingdom
6681500,Canada,Canada
8429755,Canada,Canada
2071917,Spain
3388871,"Taiwan, Province Of China"
8771452,United States
4595281,United Kingdom
4593618,United States
663492,Germany
8549963,United States
9054365,Mexico
513889,United States,United States
3115010,United States
2112372,United States
8247505,Colombia
8520978,United States,United States,United States,United States,United States
9308251,Hong Kong
8022613,Egypt,Egypt
6895694,United States
2454339,United States
5359929,United States
8022617,India
4841195,United States
7594685,France
6076686,India
4877768,India,India,India
9831909,United Kingdom
6864732,United States
3824582,Ghana,Ghana
5606771,Spain
1410505,India
7152584,Netherlands
8292516,Bangladesh,Bangladesh
8265527,Uganda
1957292,Netherlands
3694123,Egypt
4963119,Canada
734143,Australia
5662922,Colombia,Colombia
2122630,Russian Federation
12580,Philippines
4479155,Panama
5059566,Australia
7583350,India,India
8926319,Ukraine
4353512,United States
4594882,Kyrgyzstan
2939075,United States
3714472,"Venezuela, Bolivarian Republic Of"
9717756,Pakistan
9593175,Mexico
4251154,Bangladesh
7854051,United States
4313460,Ghana
1668961,United States
5253349,Peru,Peru
8386845,United States
7864548,Brazil
1854385,Russian Federation
9606035,Philippines
7348095,United States
4696829,Australia
5586627,India,India
5046759,United States
5532415,Brazil
6134338,China
8358924,Japan,Japan,Japan
8924886,France
4760186,Chile
5524374,India,India,India,Russian Federation
5241142,Greece
835203,"Iran, Islamic Republic Of"
9300182,United States
1669619,United States
835207,United States
1009803,United States
9030196,India,India
4339772,India
6305196,India
924890,Indonesia,Indonesia,Indonesia
3859300,Portugal,Portugal
4710643,United States,United States
4136809,India
2347765,United States
3498266,Nigeria,Nigeria
693443,United States
8968706,Saudi Arabia
9183163,India
1505379,Egypt,Egypt,Egypt
3248408,Canada
73327,United States
4820593,France
7672156,Singapore
880947,Ukraine
5443107,Australia
5588574,United Kingdom
8810998,United States
8114497,United States
9981188,Mexico
1951864,Ghana
726240,Mauritius
6764687,Canada
2754329,United States,United States
2232171,Hungary
3206332,Brazil
9823122,China
4334385,Ethiopia
5417789,United States
213238,South Africa
7937517,United States,United States
213236,Indonesia,Indonesia,Indonesia
4976493,"Taiwan, Province Of China"
774406,India
2060095,United States,United States
6891592,United States,United States
6736436,Anonymous Proxy
4376917,United States,United States,United States
9827239,India
4320992,Spain
2887605,United States
3511621,United States
3539851,Russian Federation
8032145,United States
9647640,Chile
6805392,Canada
961240,Bangladesh
8091855,United States
7845968,United States
1126248,Morocco
8910077,United Kingdom
842584,United States
9590481,Colombia
3347367,United States
3918673,Ukraine
8135343,Australia
7947670,Ethiopia
5373675,United States,United States
5292029,India
1185880,United States
94364,Slovenia
8795517,Greece,Greece
2099990,Canada
8145975,India
9000218,Singapore
2939920,United States
6466060,Haiti
7601940,Romania,Romania
7948079,Poland
2379409,Spain
6910711,Brazil
3360632,United States
8411952,Netherlands
8403633,India
7550247,United States
990606,India
4892118,Switzerland
4729062,Nigeria
2257623,Mexico
8060527,India
4753548,Indonesia
6960123,Romania
4051354,United States
8684924,United Kingdom
1448144,Poland
8810179,India
4632648,United Kingdom
4442312,Kenya
4294457,Viet Nam
4294454,Peru
830351,United States
1676039,Mexico,Mexico
3721198,India
1307338,United States
8984074,Algeria
2459827,Pakistan
257840,United Kingdom
8988338,Egypt
3948991,United States
4426687,Spain,Spain
2416764,United States
4505019,United States
3220993,Brazil
7608736,Peru,Peru,Peru
3548277,United States
7320860,India
9348771,Canada
6315485,United States
6648846,France
1752755,Netherlands
5790178,Egypt
2925079,United States
8353011,United States
9116757,United States
6968892,India
6259498,Portugal
572411,Greece
9559372,Mexico
5790646,India
587819,Canada
572414,China
826954,Pakistan
8595460,India
8904613,Nigeria
4955049,United States,United States,United States,United States
8768390,India
9499006,United Kingdom
3654183,Germany
665321,India
210528,Brazil
6919537,India
4284251,Brazil
292984,Poland
361043,United States
6403169,Brazil
485651,Cuba,Cuba
8481738,United States
512931,India
2635082,Russian Federation
4576836,Switzerland
1812803,Pakistan
8562882,Colombia
9732261,Argentina
7027520,Portugal,Portugal
4426358,United States
3984202,Indonesia
469994,United States
7473284,United States
5716139,Chile
6415195,India
1405174,United States,United States,United States
4677785,United States
4927624,Netherlands
467108,United Kingdom
963668,India
9097841,United States
5629312,Canada
1837191,Canada,Canada
3734447,South Africa
6868081,Nigeria
6199494,Russian Federation
6861157,Ukraine,Ukraine
3571066,United Kingdom
3675515,Brazil
6649818,Egypt
1134421,United States
8634341,Austria,Austria
2108578,India
3069886,"Venezuela, Bolivarian Republic Of"
9836847,Zimbabwe
636501,Germany
665492,Saint Lucia
8539201,United States
2824255,United Kingdom,United Kingdom
5464958,Brazil
996527,United States
9150968,India
7331225,Brazil
6682424,United States
3564452,United States
2070274,France
3914920,Anonymous Proxy
3586529,India
1052153,United States
3476577,Indonesia
2732415,United Kingdom
2630695,Netherlands
3247523,Brazil,Brazil,Brazil
7248169,United States
2503360,India
3376876,United States
3193905,Portugal,Portugal,Portugal
2611134,United States
3710351,United States
5180765,United States
8247405,Nigeria
658639,Ecuador
6656675,Brazil
6593208,United States
1503357,United States
8352760,United States
3917565,Spain
4127760,United Kingdom
4770021,India
2330836,United States
176239,United States
8490203,Ukraine
8066909,United Kingdom
8836328,United States
8821738,United States,Sweden
4896913,Trinidad And Tobago,Trinidad And Tobago,Trinidad And Tobago
2109193,India,India
8004709,Italy
1507442,Philippines
8757300,Brazil
8504732,Portugal
5737382,United States
2365638,United States
6991090,United States,United States
1883525,Egypt
1262536,United States,United States
898066,United States
2581755,Malaysia
1888519,United Kingdom
7738394,Sri Lanka
4548238,Russian Federation
5681209,Brazil
8322724,United States
4314044,New Zealand
4527615,Indonesia
5987215,United States
6913437,United States
4964609,United States
2303369,United Kingdom
9555304,India
3094223,United States
4975717,United States,United States
1817159,India
1674300,Spain
4314053,United States,United States
2789386,Saudi Arabia
4088034,Costa Rica,Costa Rica
3326796,Ukraine
8335597,Dominican Republic
2897032,United States
7023202,Indonesia
3580604,Uganda
7927480,Algeria
1345620,Latvia
6713772,United States
2917307,India
2632020,Brazil,Brazil
8062089,Brazil
9064969,India
2086251,United States,United States
8991396,India
2390260,United States
3426159,Russian Federation
9414638,India
9163457,Thailand
9163456,Colombia
7268862,United States
5684188,Japan,Japan
6673498,United States
241844,United States
289763,United States
8566439,Philippines
4200607,Brazil
9823895,United States
1108031,United States
3248879,United States
2498822,Pakistan
8080521,Morocco
2126387,United States
7246331,United States
7547731,Ukraine
3687889,Peru
3537150,Poland
4297534,Russian Federation
565205,India,India,India
3886590,Ukraine
5815625,Spain
6576687,Russian Federation
5823756,United States
7936678,United Kingdom
6272776,Tunisia
2312920,Spain,Spain,Spain
5006423,United States
9216210,Portugal
3285924,Germany
6309504,United States
3091580,United States
3314149,United Kingdom
3108606,Czech Republic
6966215,United States
3646047,Australia
6078684,United States,United States,United States
2850481,India
960922,Singapore
4389476,China
144628,United States
4301766,Canada
8663827,Greece
5966131,United States
7136710,United States
6763212,United States
1678222,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
3695757,Haiti
9191418,United States
6726801,United States
4117198,Brazil,Brazil
6237095,India
7476597,Spain
7944416,Sudan
3319512,United States
1700462,China
4487838,United Kingdom
7739443,Haiti
1188637,United States,United States
9054016,India
9290462,Ukraine
375957,India
1311770,Viet Nam
8800253,Philippines
2884173,Europe
237522,Mexico
3581603,France
6420066,South Africa
2584814,Indonesia
7462619,India
5935512,United States
7703384,United Kingdom
9749505,Senegal
8459592,United States
3325266,Sweden
4118218,Algeria,Algeria
7404952,United Arab Emirates
1511822,Philippines
5435938,United States
6884092,United States
8091508,United States
4425755,South Africa
3285936,Ukraine
5131715,Hong Kong
1908919,Spain
5959671,Egypt
2008021,Pakistan,Pakistan
3169387,United Kingdom
2325165,India
9168542,United States
1269239,United States
4204817,Egypt
5841771,United States
6034261,Ghana
1379322,United States
6284734,Spain
4102697,United States
8922020,United States
4102694,Malaysia,Malaysia
2323737,Egypt
5758713,Spain
1565875,Pakistan
9914976,Saudi Arabia
1253586,Saudi Arabia
8970559,Austria
1513554,Canada,Canada,Canada
9485993,India
3257789,United States
276914,United States
6400327,India
2871982,Colombia
6559063,Brazil,Brazil
9786548,United Kingdom
2001569,Canada
9717107,Poland
8162686,United States,United States
1065068,India
2259484,United States
73609,United States
6989484,France
2864175,Mexico,Mexico
4949509,Ukraine
6646755,India
9391767,United Kingdom
1743744,Anonymous Proxy
6305162,United States
6645267,United States
4802144,India
2392114,United States
4411879,United States
266551,Morocco
4773581,"Taiwan, Province Of China","Taiwan, Province Of China"
6198393,Netherlands
7142235,United States
4747270,Spain
2686044,United States
266558,Kazakhstan
6451958,United States
9117635,United States
5616012,Ethiopia
9372769,United States
2088569,"Tanzania, United Republic Of"
5842044,United States
9205336,Brazil
962390,United States
6601411,India
5301744,United Kingdom
3578112,United States
